MA2-6MAOP-AOUT	IpAddress	172.17.20.115
MA2-59B-MIN	IpAddress	172.17.14.117
MA2-64AOP-AOUT	IpAddress	172.17.14.232
MA2-6MACH-AOUT1	IpAddress	172.17.20.55
MA2-6MACH-AOUT2	IpAddress	172.17.20.57
MA2-6MACH-MIN	IpAddress	172.17.14.211
MA2-6FBCHOP-MIN	IpAddress	172.17.14.169
MA2-RPYCAM2-AOUT1	IpAddress	172.17.20.162
