Customer,StatusCode,Status,PartCode6,ModelIdentifier,PartDescription,Die,TotalShots,GoodShots,ShotLifePlanned
Honda Anna Eng Plnt,W,Waiting for Approval,657,6MAA,6MAA HOLDCOMP NO1 EXHAUST (DC),F,110,78,0
Honda Anna Eng Plnt,C,Current,652,6MAA,6MAA HOLDCOMP NO1 INTAKE (DC),A,201390,195519,100000
Honda Anna Eng Plnt,W,Waiting for Approval,652,6MAA,6MAA HOLDCOMP NO1 INTAKE (DC),B,202325,195141,0
Honda Anna Eng Plnt,W,Waiting for Approval,652,6MAA,6MAA HOLDCOMP NO1 INTAKE (DC),C,226670,216975,0
Honda Anna Eng Plnt,W,Waiting for Approval,652,6MAA,6MAA HOLDCOMP NO1 INTAKE (DC),D,145098,137762,0
Honda Anna Eng Plnt,W,Waiting for Approval,652,6MAA,6MAA HOLDCOMP NO1 INTAKE (DC),F,110,78,0
Honda Anna Eng Plnt,C,Current,658,6MAA,6MAA HOLDCOMP NO2 EXHAUST (DC),A,312598,305641,100000
Honda Anna Eng Plnt,W,Waiting for Approval,658,6MAA,6MAA HOLDCOMP NO2 EXHAUST (DC),B,307622,300853,0
Honda Anna Eng Plnt,W,Waiting for Approval,658,6MAA,6MAA HOLDCOMP NO2 EXHAUST (DC),C,276459,267692,0
Honda Anna Eng Plnt,W,Waiting for Approval,658,6MAA,6MAA HOLDCOMP NO2 EXHAUST (DC),D,202638,194941,0
Honda Anna Eng Plnt,W,Waiting for Approval,658,6MAA,6MAA HOLDCOMP NO2 EXHAUST (DC),F,100,78,0
Honda Anna Eng Plnt,C,Current,653,6MAA,6MAA HOLDCOMP NO2 INTAKE (DC),A,312598,305641,100000
Honda Anna Eng Plnt,W,Waiting for Approval,653,6MAA,6MAA HOLDCOMP NO2 INTAKE (DC),B,307622,300853,0
Honda Anna Eng Plnt,W,Waiting for Approval,653,6MAA,6MAA HOLDCOMP NO2 INTAKE (DC),C,275338,266600,0
Honda Anna Eng Plnt,W,Waiting for Approval,653,6MAA,6MAA HOLDCOMP NO2 INTAKE (DC),D,202639,194941,0
Honda Anna Eng Plnt,W,Waiting for Approval,653,6MAA,6MAA HOLDCOMP NO2 INTAKE (DC),F,100,78,0
Honda Anna Eng Plnt,C,Current,659,6MAA,6MAA HOLDCOMP NO3 EXHAUST (DC),A,312598,305641,100000
Honda Anna Eng Plnt,W,Waiting for Approval,659,6MAA,6MAA HOLDCOMP NO3 EXHAUST (DC),B,307622,300853,0
Honda Anna Eng Plnt,W,Waiting for Approval,659,6MAA,6MAA HOLDCOMP NO3 EXHAUST (DC),C,276459,267692,0
Honda Anna Eng Plnt,W,Waiting for Approval,659,6MAA,6MAA HOLDCOMP NO3 EXHAUST (DC),D,202638,194941,0
Honda Anna Eng Plnt,W,Waiting for Approval,659,6MAA,6MAA HOLDCOMP NO3 EXHAUST (DC),F,100,78,0
Honda Anna Eng Plnt,C,Current,654,6MAA,6MAA HOLDCOMP NO3 INTAKE (DC),A,312598,305641,100000
Honda Anna Eng Plnt,W,Waiting for Approval,654,6MAA,6MAA HOLDCOMP NO3 INTAKE (DC),B,307622,300853,0
Honda Anna Eng Plnt,W,Waiting for Approval,654,6MAA,6MAA HOLDCOMP NO3 INTAKE (DC),C,276461,267692,0
Honda Anna Eng Plnt,W,Waiting for Approval,654,6MAA,6MAA HOLDCOMP NO3 INTAKE (DC),D,202639,194941,0
Honda Anna Eng Plnt,W,Waiting for Approval,654,6MAA,6MAA HOLDCOMP NO3 INTAKE (DC),F,100,78,0
Honda Anna Eng Plnt,C,Current,660,6MAA,6MAA HOLDCOMP NO4 EXHAUST (DC),A,312598,305641,100000
Honda Anna Eng Plnt,W,Waiting for Approval,660,6MAA,6MAA HOLDCOMP NO4 EXHAUST (DC),B,307621,300853,0
Honda Anna Eng Plnt,W,Waiting for Approval,660,6MAA,6MAA HOLDCOMP NO4 EXHAUST (DC),C,276459,267692,0
Honda Anna Eng Plnt,W,Waiting for Approval,660,6MAA,6MAA HOLDCOMP NO4 EXHAUST (DC),D,202637,194941,0
Honda Anna Eng Plnt,W,Waiting for Approval,660,6MAA,6MAA HOLDCOMP NO4 EXHAUST (DC),F,100,78,0
Honda Anna Eng Plnt,C,Current,655,6MAA,6MAA HOLDCOMP NO4 INTAKE (DC),A,312598,305641,100000
Honda Anna Eng Plnt,W,Waiting for Approval,655,6MAA,6MAA HOLDCOMP NO4 INTAKE (DC),B,307622,300853,0
Honda Anna Eng Plnt,W,Waiting for Approval,655,6MAA,6MAA HOLDCOMP NO4 INTAKE (DC),C,276459,267692,0
Honda Anna Eng Plnt,W,Waiting for Approval,655,6MAA,6MAA HOLDCOMP NO4 INTAKE (DC),D,202638,194941,0
Honda Anna Eng Plnt,W,Waiting for Approval,655,6MAA,6MAA HOLDCOMP NO4 INTAKE (DC),F,100,78,0
Honda Anna Eng Plnt,C,Current,661,6MAA,6MAA HOLDCOMP NO5 EXHAUST (DC),A,201390,195519,100000
Honda Anna Eng Plnt,W,Waiting for Approval,661,6MAA,6MAA HOLDCOMP NO5 EXHAUST (DC),B,202325,195141,0
Honda Anna Eng Plnt,W,Waiting for Approval,661,6MAA,6MAA HOLDCOMP NO5 EXHAUST (DC),C,226670,216975,0
Honda Anna Eng Plnt,W,Waiting for Approval,661,6MAA,6MAA HOLDCOMP NO5 EXHAUST (DC),D,145098,137762,0
Honda Anna Eng Plnt,W,Waiting for Approval,661,6MAA,6MAA HOLDCOMP NO5 EXHAUST (DC),F,110,78,0
Honda Anna Eng Plnt,C,Current,656,6MAA,6MAA HOLDCOMP NO5 INTAKE (DC),A,201390,195519,100000
Honda Anna Eng Plnt,A,Approved,656,6MAA,6MAA HOLDCOMP NO5 INTAKE (DC),B,202325,195141,0
Honda Anna Eng Plnt,W,Waiting for Approval,656,6MAA,6MAA HOLDCOMP NO5 INTAKE (DC),C,226670,216975,0
Honda Anna Eng Plnt,W,Waiting for Approval,656,6MAA,6MAA HOLDCOMP NO5 INTAKE (DC),D,145098,137762,0
Honda Anna Eng Plnt,W,Waiting for Approval,656,6MAA,6MAA HOLDCOMP NO5 INTAKE (DC),F,110,78,0
Honda Anna Eng Plnt,W,Waiting for Approval,674,6MD,6MD Intake Manifold,A,412914,384258,0
Honda Anna Eng Plnt,W,Waiting for Approval,674,6MD,6MD Intake Manifold,B,1221,716,0
Honda Anna Eng Plnt,C,Current,637,6NA,6NA FUEL PUMP,A,163037,155860,100000
Honda Anna Eng Plnt,W,Waiting for Approval,637,6NA,6NA FUEL PUMP,B,165489,155272,0
Honda Anna Eng Plnt,W,Waiting for Approval,637,6NA,6NA FUEL PUMP,C,134894,127442,0
Honda Anna Eng Plnt,W,Waiting for Approval,637,6NA,6NA FUEL PUMP,D,80,53,0
Honda Anna Eng Plnt,B,Backup,540,Housing,Housing Half Shaft Support,K/L,166748,160685,150000
Honda Anna Eng Plnt,C,Current,540,Housing,Housing Half Shaft Support,M/N,343018,331108,150000
Honda Anna Eng Plnt,B,Backup,118,P8A,P8A Oil Pan DC,M,19505,17120,125000
Honda Anna Eng Plnt,B,Backup,111,PGE,PGE Oil Pan DC,E,159798,147492,125000
Honda Anna Eng Plnt,C,Current,560,R1A,R1A OIL PAN DC,E,50961,46810,135000
Honda Anna Eng Plnt,C,Current,561,R5A,R5A (CRV) OIL PAN,H,74907,69419,135000
Honda Anna Eng Plnt,B,Backup,518,R70,R70 Thermo Cover,Q/R,244974,226652,150000
Honda Anna Eng Plnt,B,Backup,423,RDJ,RDJ Oil Pan DC,I,199009,188715,125000
Honda Anna Eng Plnt,B,Backup,470,RNA,RNA Oil Pan,M,188279,172215,125000
Honda Anna Eng Plnt,B,Backup,573,RNO,RNO (RNOX) OIL PAN DC,P,147194,136237,135000
Honda Anna Eng Plnt,C,Current,559,RXO,RXO oil pan,A,109116,101150,135000
Honda Anna Eng Plnt,B,Backup,574,SZAX,SZAX BASE SUPPORT HALF SHAFT,M,154310,147874,125000
Honda Anna Eng Plnt,C,Current,574,SZAX,SZAX BASE SUPPORT HALF SHAFT,N,320406,303285,125000
