SchemaName,TableName,Ord,ColumnName,DataType,Nullable,Identity_,IsPK
dbo,Lot,14,WorkOrderID,int,NOT NULL
dbo,Lot,17,DispositionID,int,NOT NULL
dbo,Lot,18,IsDeleted,bit,NOT NULL
dbo,Lot,23,CreatedByUsername,nvarchar(100),NULL
dbo,Lot,25,InProcessQuantity,"decimal(18,0)",NOT NULL
dbo,LotAttribute,1,LotAttributeID,int,NOT NULL,IDENTITY,PK
dbo,LotAttribute,2,Name,nvarchar(100),NOT NULL
dbo,LotAttribute,5,DisplayName,nvarchar(100),NOT NULL
dbo,LotAttributeValue,1,LotAttributeValueID,int,NOT NULL,IDENTITY,PK
dbo,LotAttributeValue,2,LotAttributeID,int,NOT NULL
dbo,LotAttributeValue,3,LotID,int,NOT NULL
dbo,LotAttributeValue,4,Value,nvarchar(100),NULL
dbo,LotBomComponent,1,LotBomComponentID,int,NOT NULL,IDENTITY,PK
dbo,LotBomComponent,2,CreatedTimestamp,datetime,NOT NULL
dbo,LotBomComponent,3,LotID,int,NOT NULL
dbo,LotBomComponent,4,BomComponentID,int,NOT NULL
dbo,LotBomComponent,5,LotIdentifier,nvarchar(100),NOT NULL
dbo,LotBomComponent,6,Quantity,int,NOT NULL
dbo,LotState,1,LotStateID,int,NOT NULL,IDENTITY,PK
dbo,LotState,2,Name,nvarchar(100),NOT NULL
dbo,LotState,3,Description,nvarchar(max),NULL
dbo,LotState,4,DisplayName,nvarchar(100),NOT NULL
dbo,LotTransaction,1,LotTransactionID,int,NOT NULL,IDENTITY,PK
dbo,LotTransaction,2,LotID,int,NOT NULL
dbo,LotTransaction,3,WorkCellID,int,NULL
dbo,LotTransaction,4,TransactionQuantity,"decimal(18,6)",NOT NULL
dbo,LotTransaction,5,TotalStartedQuantity,"decimal(18,6)",NOT NULL
dbo,LotTransaction,6,TotalCompletedQuantity,"decimal(18,6)",NOT NULL
dbo,LotTransaction,7,TotalScrappedQuantity,"decimal(18,6)",NOT NULL
dbo,LotTransaction,8,Timestamp,datetime,NOT NULL
dbo,LotTransaction,9,LotTransactionTypeID,int,NOT NULL
dbo,LotTransaction,10,TotalAdjustedQuantity,"decimal(18,6)",NOT NULL
dbo,LotTransaction,11,InProcessQuantity,"decimal(20,6)",NOT NULL
dbo,LotTransactionType,1,LotTransactionTypeID,int,NOT NULL,IDENTITY,PK
dbo,LotTransactionType,2,Name,nvarchar(100),NOT NULL
dbo,LotTransactionType,3,DisplayName,nvarchar(100),NOT NULL
dbo,LotTransactionType,4,Description,nvarchar(max),NULL
dbo,Material,1,MaterialID,int,NOT NULL,IDENTITY,PK
dbo,Material,2,Name,nvarchar(100),NOT NULL
dbo,Material,3,Description,nvarchar(max),NULL
dbo,Material,4,CreatedTimestamp,datetime,NOT NULL
dbo,Material,5,ModifiedTimestamp,datetime,NOT NULL
dbo,Material,6,MaterialClassID,int,NOT NULL
dbo,Material,7,Weight,"decimal(9,3)",NULL
dbo,Material,8,UnitOfMeasureID,int,NULL
dbo,Material,10,IsSupplyPart,bit,NOT NULL
dbo,Material,11,SortRecipeNumber,int,NULL
dbo,Material,12,CountryOfOrigin,nvarchar(2),NULL
dbo,MaterialClass,1,MaterialClassID,int,NOT NULL,IDENTITY,PK
dbo,MaterialClass,2,Name,nvarchar(100),NOT NULL
dbo,MaterialClass,3,Description,nvarchar(max),NULL
dbo,MaterialClass,4,CreatedTimestamp,datetime,NOT NULL
