Kind,Sheet,Row,Description,HondaPartNumber,Macola,FGAssemblyName,Qty,ResolvedParent,ResolvedChild,ResolvedVia,Outcome,Note
CatalogNoMacola,,,6VJ Fuel Pump Raw (machined),12270-6VJA-M,,,,,,,NO-MACOLA,SubAssembly
CatalogNoMacola,,,RPY Fuel Pump,12270-RPY -G001,,,,,,,NO-MACOLA,FinishedGood
CatalogNoMacola,,,RPY Fuel Pump Raw,12270-RPYA,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,RPY Lower Cam Holder #1,12271-RPY -G000,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,RPY Lower Cam Holder #1 (machined),12271-RPY -G000-M,,,,,,,NO-MACOLA,SubAssembly
CatalogNoMacola,,,RPY Lower Cam Holder #2,12272-RPY -G000,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,RPY Lower Cam Holder #2 (machined),12272-RPY -G000-M,,,,,,,NO-MACOLA,SubAssembly
CatalogNoMacola,,,RPY Lower Cam Holder #3,12273-RPY -G000,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,RPY Lower Cam Holder #3 (machined),12273-RPY -G000-M,,,,,,,NO-MACOLA,SubAssembly
CatalogNoMacola,,,RPY Lower Cam Holder #4,12274-RPY -G000,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,RPY Lower Cam Holder #4 (machined),12274-RPY -G000-M,,,,,,,NO-MACOLA,SubAssembly
CatalogNoMacola,,,6FB Cam Rocker 1,12431-6FB -A000,,,,,,,NO-MACOLA,FinishedGood
CatalogNoMacola,,,6FB Cam Rocker 1 Raw,12431-6FBA-A000,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,Thrust Washer,146465GO A000,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,"Holder Assy, RKR SHAFT FR",14650-5GO -A000,,,,,,,NO-MACOLA,FinishedGood
CatalogNoMacola,,,"Holer Assy, RKR Shaft RR",14660-5GO -A000,,,,,,,NO-MACOLA,FinishedGood
CatalogNoMacola,,,6MD Oil Jet,14850-6MD -A000,,,,,,,NO-MACOLA,FinishedGood
CatalogNoMacola,,,6MD Manifold Plate,17145-6MD -A000,,,,,,,NO-MACOLA,FinishedGood
CatalogNoMacola,,,6MD Manifold Plate Raw,17145-6MDA,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,Thermostat,19300-6CA-A010-M2,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,6MA Cover Thermo,19311-6MAA-J011,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,6A0 Thermo Case Manual,19320-6A0 -A010,,,,,,,NO-MACOLA,FinishedGood
CatalogNoMacola,,,6A0 Thermo Case Auto (AEP),19320-6A0 -A510-AEP,,,,,,,NO-MACOLA,FinishedGood
CatalogNoMacola,,,6A0 Thermo Case Auto (ISP),19320-6A0 -A510-ISP,,,,,,,NO-MACOLA,FinishedGood
CatalogNoMacola,,,6MA Case Comp Thermo,19320-6MAA-J020,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,64S Thermo Case,19321-64S -A000,,,,,,,NO-MACOLA,FinishedGood
CatalogNoMacola,,,66V Thermo Case,19321-66V -A000,,,,,,,NO-MACOLA,FinishedGood
CatalogNoMacola,,,66V Thermo Case,19321-66V-A100,,,,,,,NO-MACOLA,FinishedGood
CatalogNoMacola,,,Thermo Case Sub Assembly,1932A-69F -A000,,,,,,,NO-MACOLA,FinishedGood
CatalogNoMacola,,,6A0 Water Passage (AEP),19410-6A0 -A000-AEP,,,,,,,NO-MACOLA,FinishedGood
CatalogNoMacola,,,6A0 Water Passage (ISP),19410-6A0 -A000-ISP,,,,,,,NO-MACOLA,FinishedGood
CatalogNoMacola,,,6MD Water Passage,19410-6MD -A000,,,,,,,NO-MACOLA,FinishedGood
CatalogNoMacola,,,Pin 21001,21001 pin,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,RVS Piston Brake,22533-RJ2 -0000,,,,,,,NO-MACOLA,FinishedGood
CatalogNoMacola,,,5G0 Front Cover Finished Good,5G0-FG,,,,,,,NO-MACOLA,FinishedGood
CatalogNoMacola,,,5G0 Front Cover Sub-Assembly,5G0-SA,,,,,,,NO-MACOLA,SubAssembly
CatalogNoMacola,,,5G0 Front Cover Casting,5G0-c,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,Drain Plug Bolt,900009-R70-A000,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,14mm Bolt Plug,90009-RDJ-A000,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,9x14 Dowel Pin,90701-5A2-A000,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,Dowel Pin 9x10 (purchased),90701-5R0-3000,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,9x10 Dowel Pin,90701-5RO-3000,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,6x12 Stud Bolt,92900-06012-0B,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,6x14 Stud Bolt,92900-0614-1B,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,Ex A Rocker Arm Assembly,P146125GO A000,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,Ex B Rocker Arm Assembly,P146145GO A000,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,In Rocker Arm Assembly,P146205GO A000,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,Ex A Rocker Arm Assembly,P146245GO A000,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,Ex B Rocker Arm Assembly,P146275GO A000,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,In Rocker Arm Assembly,P146405GO A000,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,Ex Rocker Arm Spring,P146455GO A000,,,,,,,NO-MACOLA,Component
CatalogNoMacola,,,Flange Bolt,P90002-5GO-A000,,,,,,,NO-MACOLA,Component
